Id,0,1
16384,0.08859605,0.911404
16385,0.2567079,0.7432921
16386,0.06564732,0.9343527
16387,0.06564732,0.9343527
16388,0.072784275,0.92721575
16389,0.06564732,0.9343527
16390,0.07558153,0.9244185
16391,0.2140489,0.785951
16392,0.06564732,0.9343527
16393,0.06564732,0.9343527
16394,0.10566698,0.89433306
16395,0.071569465,0.92843056
16396,0.06564732,0.9343527
16397,0.08292423,0.9170758
16398,0.07245469,0.92754537
16399,0.06564732,0.9343527
16400,0.07305221,0.92694783
16401,0.06564732,0.9343527
16402,0.2660056,0.7339944
16403,0.088185035,0.9118149
16404,0.070094496,0.92990553
16405,0.084249794,0.9157502
16406,0.07127699,0.92872304
16407,0.07111768,0.9288823
16408,0.06564732,0.9343527
16409,0.10122244,0.89877754
16410,0.08199124,0.91800874
16411,0.08405581,0.9159442
16412,0.09421955,0.9057805
16413,0.1474085,0.85259145
16414,0.07215411,0.92784584
16415,0.1842051,0.81579494
16416,0.07212457,0.9278754
16417,0.07429769,0.92570233
16418,0.073240444,0.9267596
16419,0.06564732,0.9343527
16420,0.06564732,0.9343527
16421,0.27538183,0.72461814
16422,0.06564732,0.9343527
16423,0.08282224,0.9171778
16424,0.06564732,0.9343527
16425,0.06564732,0.9343527
16426,0.06564732,0.9343527
16427,0.06564732,0.9343527
16428,0.07139989,0.9286001
16429,0.0749714,0.9250286
16430,0.0869951,0.91300493
16431,0.07227094,0.92772907
16432,0.06564732,0.9343527
16433,0.06564732,0.9343527
16434,0.07333382,0.9266662
16435,0.07033432,0.9296657
16436,0.06564732,0.9343527
16437,0.1860469,0.8139531
16438,0.0750716,0.92492837
16439,0.06564732,0.9343527
16440,0.13780555,0.8621945
16441,0.07721774,0.9227823
16442,0.06564732,0.9343527
16443,0.06564732,0.9343527
16444,0.93280053,0.067199446
16445,0.07194192,0.928058
16446,0.07534465,0.9246553
16447,0.074519284,0.9254807
16448,0.07201715,0.92798287
16449,0.2555271,0.74447286
16450,0.11430599,0.88569397
16451,0.10075221,0.8992478
16452,0.14169991,0.8583001
16453,0.16520011,0.83479995
16454,0.14753379,0.85246617
16455,0.100995354,0.89900464
16456,0.11090129,0.8890987
16457,0.06564732,0.9343527
16458,0.08636952,0.9136305
16459,0.074081734,0.9259182
16460,0.06564732,0.9343527
16461,0.06564732,0.9343527
16462,0.42047465,0.57952535
16463,0.077097654,0.9229023
16464,0.06564732,0.9343527
16465,0.06564732,0.9343527
16466,0.12240862,0.8775914
16467,0.114732735,0.8852672
16468,0.14321531,0.85678464
16469,0.09564426,0.9043557
16470,0.06564732,0.9343527
16471,0.0834131,0.91658694
16472,0.07598607,0.924014
16473,0.07459615,0.92540383
16474,0.10239999,0.8976
16475,0.10096113,0.89903885
16476,0.12924872,0.87075126
16477,0.07403986,0.9259601
16478,0.093553945,0.90644604
16479,0.06892034,0.9310797
16480,0.078545906,0.92145413
16481,0.07497659,0.9250234
16482,0.06564732,0.9343527
16483,0.068989016,0.93101096
16484,0.12241918,0.8775808
16485,0.075960636,0.9240394
16486,0.06564732,0.9343527
16487,0.07456296,0.92543703
16488,0.93280053,0.067199446
16489,0.07375576,0.92624426
16490,0.09053735,0.90946263
16491,0.06564732,0.9343527
16492,0.07771467,0.9222854
16493,0.06564732,0.9343527
16494,0.09487851,0.9051215
16495,0.06835767,0.9316423
16496,0.06564732,0.9343527
16497,0.086541675,0.9134584
16498,0.06564732,0.9343527
16499,0.06564732,0.9343527
16500,0.13481379,0.86518615
16501,0.27729225,0.7227078
16502,0.08526704,0.91473293
16503,0.11656958,0.8834304
16504,0.10521904,0.89478093
16505,0.06564732,0.9343527
16506,0.092291005,0.907709
16507,0.07486085,0.9251392
16508,0.06564732,0.9343527
16509,0.111155175,0.8888448
16510,0.93280053,0.067199446
16511,0.08023098,0.919769
16512,0.06564732,0.9343527
16513,0.07200633,0.92799366
16514,0.08155675,0.91844326
16515,0.12705883,0.87294114
16516,0.070040286,0.9299598
16517,0.27443412,0.72556585
16518,0.14973812,0.85026187
16519,0.08233049,0.91766953
16520,0.07957778,0.9204222
16521,0.121812046,0.878188
16522,0.10136497,0.898635
16523,0.13102336,0.86897665
16524,0.076119766,0.9238802
16525,0.08234144,0.91765857
16526,0.06564732,0.9343527
16527,0.07441936,0.9255807
16528,0.08382427,0.9161758
16529,0.07014085,0.92985916
16530,0.14628372,0.8537163
16531,0.17680103,0.823199
16532,0.06564732,0.9343527
16533,0.09399563,0.9060044
16534,0.06564732,0.9343527
16535,0.07946719,0.92053276
16536,0.070801035,0.92919904
16537,0.07523879,0.92476124
16538,0.08612513,0.91387486
16539,0.07981416,0.9201858
16540,0.09255389,0.90744615
16541,0.077439606,0.9225604
16542,0.06564732,0.9343527
16543,0.112868674,0.8871313
16544,0.08427879,0.91572124
16545,0.06564732,0.9343527
16546,0.93280053,0.067199446
16547,0.07956486,0.9204351
16548,0.094842196,0.9051578
16549,0.06877211,0.9312279
16550,0.118732214,0.8812678
16551,0.15103294,0.8489671
16552,0.084814444,0.9151855
16553,0.089279994,0.91072
16554,0.071705066,0.92829496
16555,0.072631136,0.9273689
16556,0.099153176,0.9008468
16557,0.16602759,0.8339724
16558,0.095465325,0.90453464
16559,0.09723914,0.9027608
16560,0.1037889,0.89621115
16561,0.11769626,0.8823038
16562,0.14119013,0.85880995
16563,0.07477059,0.9252294
16564,0.08883164,0.9111684
16565,0.08526708,0.91473293
16566,0.07354469,0.9264553
16567,0.13431309,0.8656869
16568,0.073860444,0.92613953
16569,0.06564732,0.9343527
16570,0.068989016,0.93101096
16571,0.06564732,0.9343527
16572,0.0983841,0.90161586
16573,0.08550952,0.91449046
16574,0.06564732,0.9343527
16575,0.0761436,0.92385644
16576,0.071884,0.928116
16577,0.10325335,0.8967467
16578,0.0866989,0.91330117
16579,0.09078877,0.9092112
16580,0.08311449,0.91688544
16581,0.93280053,0.067199446
16582,0.07135601,0.92864394
16583,0.075050436,0.9249495
16584,0.07987169,0.9201283
16585,0.06564732,0.9343527
16586,0.06564732,0.9343527
16587,0.07336188,0.92663807
16588,0.06564732,0.9343527
16589,0.06564732,0.9343527
16590,0.06564732,0.9343527
16591,0.0719203,0.9280797
16592,0.12515932,0.8748406
