Id,Y
16384,0.7736149
16385,0.6730446
16386,0.8046486
16387,0.7861867
16388,0.7961969
16389,0.8013216
16390,0.7862694
16391,0.71618176
16392,0.7988698
16393,0.80671155
16394,0.7947978
16395,0.80051434
16396,0.74412626
16397,0.7893559
16398,0.78052646
16399,0.80624133
16400,0.80158377
16401,0.79806095
16402,0.7424049
16403,0.7941799
16404,0.7881428
16405,0.7842277
16406,0.78432745
16407,0.7597516
16408,0.745595
16409,0.7971332
16410,0.7866828
16411,0.7689095
16412,0.78263843
16413,0.77466553
16414,0.7992812
16415,0.77675265
16416,0.79902524
16417,0.79508877
16418,0.7958753
16419,0.7861163
16420,0.79958093
16421,0.75786245
16422,0.76125854
16423,0.79937464
16424,0.8044649
16425,0.74830556
16426,0.80146587
16427,0.80612904
16428,0.7937096
16429,0.79547906
16430,0.7865931
16431,0.79648
16432,0.804658
16433,0.80086833
16434,0.7938649
16435,0.79562587
16436,0.8039546
16437,0.79495037
16438,0.7718247
16439,0.8047425
16440,0.7831648
16441,0.79888415
16442,0.8080723
16443,0.80348176
16444,0.49817654
16445,0.797032
16446,0.7942287
16447,0.79729754
16448,0.7976118
16449,0.73721087
16450,0.78695476
16451,0.79966086
16452,0.79119015
16453,0.772189
16454,0.78964186
16455,0.77384955
16456,0.7858119
16457,0.7978892
16458,0.789322
16459,0.7981681
16460,0.802484
16461,0.80596685
16462,0.7649432
16463,0.79538333
16464,0.8082398
16465,0.7988213
16466,0.76777697
16467,0.77897
16468,0.7514712
16469,0.78416276
16470,0.80105984
16471,0.7993497
16472,0.79823965
16473,0.79268986
16474,0.7775779
16475,0.79792196
16476,0.78322685
16477,0.7980515
16478,0.7897113
16479,0.8006998
16480,0.79739606
16481,0.7648895
16482,0.8069037
16483,0.7604078
16484,0.78610283
16485,0.7947875
16486,0.8018358
16487,0.79114056
16488,0.47508895
16489,0.79671746
16490,0.7957492
16491,0.80503654
16492,0.7947737
16493,0.7987645
16494,0.7820734
16495,0.8013651
16496,0.8055751
16497,0.7874482
16498,0.80033934
16499,0.8066896
16500,0.78894717
16501,0.75204957
16502,0.78378576
16503,0.78364116
16504,0.7841546
16505,0.8099138
16506,0.7668843
16507,0.7879479
16508,0.60486186
16509,0.72319216
16510,0.55562186
16511,0.7635154
16512,0.79704773
16513,0.7968893
16514,0.748512
16515,0.7501751
16516,0.79104406
16517,0.6432132
16518,0.7725096
16519,0.79289526
16520,0.7892161
16521,0.75398827
16522,0.7773992
16523,0.76724666
16524,0.79702723
16525,0.7777865
16526,0.7954376
16527,0.8012912
16528,0.784161
16529,0.8022824
16530,0.741146
16531,0.61498606
16532,0.8061108
16533,0.7878502
16534,0.78701854
16535,0.778255
16536,0.7935334
16537,0.7906886
16538,0.79244065
16539,0.77855027
16540,0.78739464
16541,0.78044385
16542,0.7757093
16543,0.78629154
16544,0.79961467
16545,0.79883105
16546,0.5603293
16547,0.7667464
16548,0.7849357
16549,0.79398555
16550,0.75152194
16551,0.77506405
16552,0.7960037
16553,0.7937009
16554,0.72793335
16555,0.7944082
16556,0.7834658
16557,0.7761353
16558,0.7888919
16559,0.787575
16560,0.7954876
16561,0.7696887
16562,0.64674157
16563,0.7935415
16564,0.76541877
16565,0.7840863
16566,0.7977048
16567,0.70478064
16568,0.7921853
16569,0.7629536
16570,0.76156354
16571,0.80443037
16572,0.78680676
16573,0.77443314
16574,0.7842731
16575,0.78975844
16576,0.8009183
16577,0.7905783
16578,0.7953385
16579,0.76229936
16580,0.7836467
16581,0.5253758
16582,0.7899928
16583,0.79989636
16584,0.79574835
16585,0.8042729
16586,0.8064637
16587,0.79663664
16588,0.792197
16589,0.80712914
16590,0.804089
16591,0.7994165
16592,0.74718696
16593,0.8091653
16594,0.79884523
16595,0.7747387
16596,0.803151
16597,0.78303254
16598,0.6925673
16599,0.78401655
16600,0.7984869
16601,0.7829418
16602,0.79261446
16603,0.8030177
16604,0.7937819
16605,0.80706424
16606,0.76436454
16607,0.56910366
16608,0.8090971
16609,0.780965
16610,0.7641099
16611,0.79292417
16612,0.7915518
16613,0.80163777
16614,0.80083084
16615,0.78485316
16616,0.7540841
16617,0.79643345
16618,0.7968891
16619,0.7969597
16620,0.8042364
16621,0.7908621
16622,0.77383685
16623,0.79733646
16624,0.7924723
16625,0.79852915
16626,0.7672134
16627,0.773217
16628,0.7678131
16629,0.80634904
16630,0.7958452
16631,0.80484116
16632,0.77295125
16633,0.7736032
16634,0.7931795
16635,0.79819244
16636,0.7836895
16637,0.797763
16638,0.79636264
16639,0.79341197
16640,0.7772584
16641,0.79523695
16642,0.79021084
16643,0.7719354
16644,0.7875101
16645,0.7908421
16646,0.7865569
16647,0.7969603
16648,0.7843076
16649,0.79179645
16650,0.7937966
16651,0.7939836
16652,0.7808294
16653,0.52088624
16654,0.798116
16655,0.7947349
16656,0.80483115
16657,0.79890513
16658,0.8018454
16659,0.79723513
16660,0.7991798
16661,0.7911882
16662,0.79103774
16663,0.8012168
16664,0.76734215
16665,0.78655195
16666,0.8014641
16667,0.7984909
16668,0.8023299
16669,0.79992616
16670,0.8054179
16671,0.7903672
16672,0.78775287
16673,0.8063261
16674,0.7933683
16675,0.79481745
16676,0.7941991
16677,0.7978433
16678,0.78607154
16679,0.8058893
16680,0.78731835
16681,0.79471743
16682,0.79462606
16683,0.78258115
16684,0.78644925
16685,0.7672062
16686,0.7928458
16687,0.79667324
16688,0.77602965
16689,0.80668163
16690,0.80386895
16691,0.7950487
16692,0.7969737
16693,0.7965725
16694,0.79387116
16695,0.8072685
16696,0.7970921
16697,0.7750704
16698,0.7991941
16699,0.774341
16700,0.8047909
16701,0.7406902
16702,0.7931525
16703,0.79310066
16704,0.8047144
16705,0.40173152
16706,0.8069004
16707,0.7092888
16708,0.79888415
16709,0.79911023
16710,0.78315
16711,0.78624856
16712,0.8053109
16713,0.7960236
16714,0.784511
16715,0.80125374
16716,0.7994907
16717,0.7941077
16718,0.7952283
16719,0.6648172
16720,0.80516684
16721,0.7999729
16722,0.8062726
16723,0.8075031
16724,0.7493819
16725,0.7918794
16726,0.7977282
16727,0.7697259
16728,0.7923383
16729,0.78693724
16730,0.7963827
16731,0.77792037
16732,0.80469584
16733,0.7954426
16734,0.79852545
16735,0.7749817
16736,0.7711508
16737,0.8024075
16738,0.7634776
16739,0.79412746
16740,0.793516
16741,0.7908105
16742,0.7959123
16743,0.7979946
16744,0.8071996
16745,0.7978931
16746,0.7990145
16747,0.78595656
16748,0.8028538
16749,0.80068165
16750,0.80370474
16751,0.75043094
16752,0.802288
16753,0.79229176
16754,0.798839
16755,0.7986058
16756,0.7824914
16757,0.79598147
16758,0.7582919
16759,0.7959689
16760,0.78599626
16761,0.7913952
16762,0.7923886
16763,0.7890353
16764,0.7878922
16765,0.80374026
16766,0.79193205
16767,0.6959244
16768,0.7556574
16769,0.77372116
16770,0.7920582
16771,0.771282
16772,0.78016746
16773,0.77126795
16774,0.7822274
16775,0.8082436
16776,0.7895382
16777,0.77337587
16778,0.78837365
16779,0.7906761
16780,0.7981302
16781,0.8029801
16782,0.784132
16783,0.7886488
16784,0.8017175
16785,0.7401292
16786,0.7897169
16787,0.7980815
16788,0.79415005
16789,0.7490562
16790,0.7069896
16791,0.7687389
16792,0.7828645
16793,0.8053828
16794,0.79072034
16795,0.7966957
16796,0.7984192
16797,0.77217245
16798,0.7892541
16799,0.7943867
16800,0.7705018
16801,0.7766806
16802,0.7901162
16803,0.789258
16804,0.78472143
16805,0.7465982
16806,0.7951073
16807,0.7883812
16808,0.7995651
16809,0.77428055
16810,0.7985602
16811,0.7945408
16812,0.79879004
16813,0.79769766
16814,0.80324876
16815,0.65250254
16816,0.80678034
16817,0.7949447
16818,0.80598396
16819,0.7992106
16820,0.7939726
16821,0.8009217
16822,0.8058121
16823,0.79396665
16824,0.78249425
16825,0.7029578
16826,0.7955186
16827,0.6405827
16828,0.73501956
16829,0.7231231
16830,0.79215026
16831,0.6922038
16832,0.78461534
16833,0.8015047
16834,0.78349024
16835,0.765554
16836,0.77586997
16837,0.7989791
16838,0.7939167
16839,0.79847294
16840,0.7704989
16841,0.7853557
16842,0.79821855
