Id,Y
16384,0.96844804
16385,0.9430429
16386,0.9994986
16387,0.99934095
16388,0.9953915
16389,0.9989963
16390,0.9734759
16391,0.96916604
16392,0.9994605
16393,0.9992772
16394,0.9966922
16395,0.993397
16396,0.9901107
16397,0.99134266
16398,0.9908861
16399,0.99886924
16400,0.99665135
16401,0.9988005
16402,0.99049777
16403,0.99653
16404,0.98469245
16405,0.9928012
16406,0.9876552
16407,0.97105837
16408,0.9969606
16409,0.99662375
16410,0.9919727
16411,0.96664464
16412,0.9953923
16413,0.9687676
16414,0.9971559
16415,0.99373335
16416,0.9962054
16417,0.9958021
16418,0.99847263
16419,0.99621814
16420,0.99894804
16421,0.92853796
16422,0.9976649
16423,0.9965167
16424,0.99930584
16425,0.99657154
16426,0.99855953
16427,0.99951243
16428,0.9965739
16429,0.99142915
16430,0.9833666
16431,0.996705
16432,0.9990989
16433,0.99893016
16434,0.9968995
16435,0.9974254
16436,0.99918336
16437,0.9852056
16438,0.98049116
16439,0.99935764
16440,0.9506749
16441,0.9961416
16442,0.99942183
16443,0.99917006
16444,0.07551619
16445,0.99382037
16446,0.99298483
16447,0.99487126
16448,0.99758875
16449,0.9703124
16450,0.97146827
16451,0.99588567
16452,0.99005264
16453,0.9847928
16454,0.99455845
16455,0.9895236
16456,0.9958016
16457,0.9986865
16458,0.98776907
16459,0.9970017
16460,0.999313
16461,0.9995376
16462,0.96569467
16463,0.9980661
16464,0.9993229
16465,0.99878293
16466,0.9875859
16467,0.97979635
16468,0.9748584
16469,0.97493786
16470,0.9992914
16471,0.9965419
16472,0.9973085
16473,0.9961545
16474,0.9954299
16475,0.99769956
16476,0.9900192
16477,0.9971572
16478,0.9881301
16479,0.9980744
16480,0.9971204
16481,0.98261994
16482,0.99946946
16483,0.9825477
16484,0.9949169
16485,0.989555
16486,0.99918586
16487,0.99098176
16488,0.09080855
16489,0.9910597
16490,0.98913145
16491,0.9994393
16492,0.99440825
16493,0.9989311
16494,0.99001795
16495,0.99754447
16496,0.9988456
16497,0.9928058
16498,0.9994869
16499,0.9992182
16500,0.96023655
16501,0.9455002
16502,0.98433304
16503,0.9866305
16504,0.994645
16505,0.99963796
16506,0.98371166
16507,0.98612833
16508,0.9767497
16509,0.9713788
16510,0.2072739
16511,0.9738627
16512,0.99904615
16513,0.99831426
16514,0.9792058
16515,0.9621283
16516,0.9835714
16517,0.83913803
16518,0.9715898
16519,0.9944593
16520,0.9745939
16521,0.93957347
16522,0.9717076
16523,0.9921942
16524,0.99656963
16525,0.9569174
16526,0.99783164
16527,0.99524975
16528,0.9885485
16529,0.9978775
16530,0.9718683
16531,0.6535361
16532,0.9994968
16533,0.9784783
16534,0.9992592
16535,0.9929557
16536,0.9936646
16537,0.980007
16538,0.9941555
16539,0.98691976
16540,0.9832181
16541,0.9814207
16542,0.997999
16543,0.9783257
16544,0.996157
16545,0.997905
16546,0.3911812
16547,0.880251
16548,0.9824218
16549,0.9964748
16550,0.97529286
16551,0.98931724
16552,0.994207
16553,0.9921802
16554,0.983736
16555,0.9947509
16556,0.992477
16557,0.9879581
16558,0.9963031
16559,0.99106836
16560,0.9805371
16561,0.98489136
16562,0.8690685
16563,0.9930842
16564,0.95345896
16565,0.98866266
16566,0.996914
16567,0.95646125
16568,0.99611974
16569,0.9953235
16570,0.98940736
16571,0.99906117
16572,0.9873562
16573,0.9815363
16574,0.9972498
16575,0.99320364
16576,0.9970885
16577,0.99460757
16578,0.99794084
16579,0.9857861
16580,0.93197376
16581,0.063087925
16582,0.9877731
16583,0.99739885
16584,0.99342805
16585,0.9988971
16586,0.9995685
16587,0.9975079
16588,0.9985688
16589,0.99940026
16590,0.99907756
16591,0.99551046
16592,0.9714054
16593,0.9995554
16594,0.9945785
16595,0.97274595
16596,0.9973188
16597,0.99740905
16598,0.94508976
16599,0.98316056
16600,0.98913854
16601,0.99637234
16602,0.9993825
16603,0.99929893
16604,0.99580634
16605,0.9994381
16606,0.99189466
16607,0.56000847
16608,0.9996141
16609,0.985227
16610,0.9871481
16611,0.9983803
16612,0.9941155
16613,0.99751556
16614,0.99674916
16615,0.9962053
16616,0.95782214
16617,0.99881494
16618,0.9952461
16619,0.9923084
16620,0.99920565
16621,0.9946681
16622,0.97726077
16623,0.996132
16624,0.9960819
16625,0.9988825
16626,0.98856646
16627,0.9641728
16628,0.9814069
16629,0.9989023
16630,0.9988097
16631,0.9987405
16632,0.9893422
16633,0.9949457
16634,0.98678476
16635,0.9953122
16636,0.9691759
16637,0.99915993
16638,0.99673045
16639,0.994555
16640,0.98259085
16641,0.99736696
16642,0.98966646
16643,0.99148786
16644,0.98616415
16645,0.9809584
16646,0.9877193
16647,0.9969989
16648,0.9916141
16649,0.99824536
16650,0.9949522
16651,0.99550617
16652,0.9738018
16653,0.05571829
16654,0.99909484
16655,0.9942332
16656,0.99880767
16657,0.9985
16658,0.9988433
16659,0.99697125
16660,0.99582446
16661,0.99184823
16662,0.9924837
16663,0.9958584
16664,0.9918646
16665,0.99879897
16666,0.9987179
16667,0.9967308
16668,0.9993618
16669,0.99902797
16670,0.99929094
16671,0.97646093
16672,0.99282175
16673,0.99933296
16674,0.9992555
16675,0.99049604
16676,0.99846613
16677,0.99915063
16678,0.9985972
16679,0.9988549
16680,0.991931
16681,0.9757061
16682,0.9955664
16683,0.9802321
16684,0.9860371
16685,0.9968861
16686,0.9923429
16687,0.99539304
16688,0.98902434
16689,0.99942374
16690,0.9989938
16691,0.9941286
16692,0.9960239
16693,0.99584514
16694,0.9883171
16695,0.99954045
16696,0.9953034
16697,0.977716
16698,0.99883085
16699,0.98047465
16700,0.99914765
16701,0.9723407
16702,0.9990664
16703,0.99583733
16704,0.9991541
16705,0.018989876
16706,0.99934524
16707,0.9114199
16708,0.9961357
16709,0.9994448
16710,0.9894806
16711,0.9913174
16712,0.99937624
16713,0.9897475
16714,0.9958223
16715,0.9989336
16716,0.9976579
16717,0.9913777
16718,0.99548435
16719,0.8789938
16720,0.9994293
16721,0.99617684
16722,0.9989711
16723,0.9996464
16724,0.9444138
16725,0.9992668
16726,0.98779476
16727,0.9977895
16728,0.99867463
16729,0.992389
16730,0.98955196
16731,0.97998023
16732,0.99893814
16733,0.99207324
16734,0.9961144
16735,0.9918331
16736,0.9605603
16737,0.9993231
16738,0.99244434
16739,0.99284416
16740,0.9913788
16741,0.9808946
16742,0.99242264
16743,0.99280703
16744,0.99969006
16745,0.9952369
16746,0.9970715
16747,0.9970831
16748,0.99917847
16749,0.9972108
16750,0.99916244
16751,0.91055304
16752,0.99936086
16753,0.9926863
16754,0.996491
16755,0.9980465
16756,0.9848867
16757,0.99911624
16758,0.99593484
16759,0.99616504
16760,0.987498
16761,0.9985196
16762,0.9939346
16763,0.9939995
16764,0.9981262
16765,0.9991054
16766,0.9057744
16767,0.88355666
16768,0.95865947
16769,0.9630432
16770,0.9935788
16771,0.99133193
16772,0.9776543
16773,0.97360295
16774,0.9879116
16775,0.9995932
16776,0.9696352
16777,0.97525644
16778,0.9892023
16779,0.973334
16780,0.9987594
16781,0.9990013
16782,0.99263096
16783,0.99864763
16784,0.998776
16785,0.9800039
16786,0.9900163
16787,0.9986904
16788,0.9933061
16789,0.98175657
16790,0.93807256
16791,0.9662774
16792,0.9876859
16793,0.9993661
16794,0.99247557
16795,0.9987758
16796,0.99947685
16797,0.97264385
16798,0.99353164
16799,0.9914863
16800,0.9655718
16801,0.9864498
16802,0.9945387
16803,0.9924609
16804,0.9905111
16805,0.9839447
16806,0.995223
16807,0.9986595
16808,0.9981231
16809,0.9844566
16810,0.9990583
16811,0.99714905
16812,0.9968041
16813,0.9960162
16814,0.999587
16815,0.8482983
16816,0.9993772
16817,0.99695504
16818,0.99939954
16819,0.9988663
16820,0.99455017
16821,0.9992285
16822,0.9989858
16823,0.9949008
16824,0.9943821
16825,0.9664927
16826,0.9975431
16827,0.7831745
16828,0.92692024
16829,0.9500289
16830,0.9878349
16831,0.99391335
16832,0.9678785
16833,0.9961551
16834,0.9899394
16835,0.9924534
16836,0.97538656
16837,0.99924195
16838,0.98301375
16839,0.9957268
16840,0.9820716
16841,0.9853258
16842,0.9992756
16843,0.9063036
16844,0.9906517
16845,0.99868375
16846,0.9994978
16847,0.976689
16848,0.9978568
16849,0.9914478
16850,0.985865
16851,0.9921307
16852,0.99930274
16853,0.99300873
16854,0.9904551
16855,0.99726796
16856,0.9916579
16857,0.9995222
16858,0.9980647
16859,0.97646594
16860,0.9845916
16861,0.9881247
16862,0.99879175
16863,0.99187076
16864,0.99644595
16865,0.06619764
16866,0.9964573
16867,0.92811245
16868,0.91481984
16869,0.99562716
16870,0.9944441
16871,0.9971396
16872,0.93312407
16873,0.99829024
16874,0.9903086
16875,0.9994516
16876,0.99958414
16877,0.98250014
16878,0.98020214
16879,0.999106
16880,0.9856308
16881,0.9952049
16882,0.9958407
16883,0.99851483
16884,0.99936837
16885,0.990888
16886,0.9993399
16887,0.9972254
16888,0.99594045
16889,0.99505854
16890,0.9995233
16891,0.9959927
16892,0.9935747
16893,0.99183273
16894,0.99880886
16895,0.9821066
16896,0.0010348585
16897,0.9660462
16898,0.9914665
16899,0.9990766
16900,0.99813867
16901,0.995684
16902,0.9876159
16903,0.99358964
16904,0.9980452
16905,0.98666114
16906,0.9954295
16907,0.9939231
16908,0.9991153
16909,0.9964211
16910,0.9455607
16911,0.9955556
16912,0.9984169
16913,0.999154
16914,0.99492705
16915,0.99286836
16916,0.9915445
16917,0.99495524
16918,0.99391973
16919,0.9885034
16920,0.99574983
16921,0.99661535
16922,0.9944009
16923,0.99917513
16924,0.99929047
16925,0.9944455
16926,0.99742967
16927,0.99536985
16928,0.99554837
16929,0.99884343
16930,0.99233866
16931,0.9971956
16932,0.99955577
16933,0.9827298
16934,0.9969989
16935,0.9990514
16936,0.99882966
16937,0.99891806
16938,0.98993194
16939,0.98909223
16940,0.9948973
16941,0.98128337
16942,0.99347126
16943,0.99506336
16944,0.9871775
16945,0.99948835
16946,0.99477226
16947,0.9522333
16948,0.9987562
16949,0.99147624
16950,0.9701104
16951,0.7671464
16952,0.9903199
16953,0.98342323
16954,0.99601907
16955,0.99886024
16956,0.9919242
16957,0.96958804
16958,0.98100704
16959,0.9959336
16960,0.97588253
16961,0.99036485
16962,0.9993249
16963,0.9794037
16964,0.99126655
16965,0.9987078
16966,0.998078
16967,0.9886458
16968,0.9755411
16969,0.9861639
16970,0.9893127
16971,0.99360585
16972,0.9984841
16973,0.988827
16974,0.97694755
16975,0.8945343
16976,0.9900831
16977,0.9910567
16978,0.99070764
16979,0.9960967
16980,0.9991679
16981,0.9935747
16982,0.8390182
16983,0.9990018
16984,0.9935773
16985,0.9918499
16986,0.98110044
16987,0.9628271
16988,0.991983
16989,0.9822019
16990,0.9945755
16991,0.9856812
16992,0.99746096
16993,0.9994717
16994,0.98440045
16995,0.073646106
16996,0.99427044
16997,0.98800313
16998,0.983454
16999,0.9615015
17000,0.9959495
17001,0.98914415
17002,0.99304813
17003,0.988912
17004,0.99920803
17005,0.9986111
17006,0.9962612
17007,0.99919134
17008,0.9946002
17009,0.9990978
17010,0.972407
17011,0.97953516
17012,0.93019
17013,0.98912585
17014,0.9581062
17015,0.99950016
17016,0.9313601
17017,0.99857104
17018,0.9925483
17019,0.9088602
17020,0.97364944
17021,0.999463
17022,0.9901641
17023,0.9943137
17024,0.9895466
17025,0.9936068
17026,0.9965425
17027,0.9966444
17028,0.9993048
17029,0.99459684
17030,0.99929774
17031,0.9770743
17032,0.99055356
17033,0.9019201
17034,0.9939745
17035,0.99924564
17036,0.99679875
17037,0.99508035
17038,0.91278857
17039,0.9861941
17040,0.9979328
17041,0.9629355
17042,0.99840254
17043,0.97872704
17044,0.9878641
17045,0.9989242
17046,0.999038
17047,0.9828624
17048,0.9990687
17049,0.9991879
17050,0.9973037
17051,0.9874534
17052,0.98908186
17053,0.99938977
17054,0.99776447
17055,0.9995857
17056,0.99881685
17057,0.9993881
17058,0.99580187
17059,0.99305713
17060,0.9994802
17061,0.9990339
17062,0.98865664
17063,0.86680037
17064,0.9991673
17065,0.9986681
17066,0.9452403
17067,0.9809155
17068,0.9957563
17069,0.99718165
17070,0.99946195
17071,0.9875207
17072,0.9953388
17073,0.99875796
17074,0.9511161
17075,0.9981376
17076,0.9950858
17077,0.9941246
17078,0.99853086
17079,0.9955675
17080,0.99766207
17081,0.9985379
17082,0.99728453
17083,0.9521731
17084,0.99670166
17085,0.9981402
17086,0.99201787
17087,0.9925028
17088,0.07414356
17089,0.9859659
17090,0.9991155
17091,0.0041238824
17092,0.9975502
17093,0.9886341
17094,0.9976447
17095,0.99916816
17096,0.9752118
17097,0.9931484
17098,0.99329716
17099,0.99513584
17100,0.9987619
17101,0.99946076
17102,0.99259466
17103,0.98974574
17104,0.949451
17105,0.9911436
17106,0.9851307
17107,0.99774134
17108,0.9862196
17109,0.9942333
17110,0.9439598
17111,0.07527532
17112,0.9758966
17113,0.97347033
17114,0.9794485
17115,0.9918589
17116,0.98936135
17117,0.9993006
17118,0.9929102
17119,0.9947891
17120,0.99381614
17121,0.99846244
17122,0.991462
17123,0.98366445
17124,0.9819041
17125,0.99643314
17126,0.99347574
17127,0.99950194
17128,0.998769
17129,0.9990736
17130,0.9994636
17131,0.9985337
17132,0.99028814
17133,0.99937564
17134,0.97715396
17135,0.9892525
17136,0.99161935
17137,0.99947935
17138,0.98942155
17139,0.98896784
17140,0.9158761
17141,0.9950369
17142,0.99178773
17143,0.9972729
17144,0.9890674
17145,0.9923781
17146,0.99568653
17147,0.9832797
