Id,Y
16384,0.87944824
16385,0.8746851
16386,0.89746624
16387,0.8960529
16388,0.88933706
16389,0.9024156
16390,0.88173777
16391,0.84885705
16392,0.9030546
16393,0.9015677
16394,0.8879326
16395,0.8827342
16396,0.9024156
16397,0.8791814
16398,0.8859709
16399,0.9015677
16400,0.88933706
16401,0.901805
16402,0.9022118
16403,0.8888834
16404,0.887664
16405,0.886241
16406,0.87325156
16407,0.87792313
16408,0.88010055
16409,0.88933706
16410,0.88173777
16411,0.8827342
16412,0.88508964
16413,0.8726628
16414,0.88933706
16415,0.88486505
16416,0.88861877
16417,0.875119
16418,0.8883897
16419,0.9024156
16420,0.9030546
16421,0.88197863
16422,0.9030546
16423,0.8809767
16424,0.89746624
16425,0.88778937
16426,0.9022118
16427,0.90265095
16428,0.9030546
16429,0.88933706
16430,0.88861877
16431,0.88933706
16432,0.9022118
16433,0.9022118
16434,0.88933706
16435,0.887664
16436,0.9022118
16437,0.88670415
16438,0.88861877
16439,0.9030546
16440,0.88861877
16441,0.88861877
16442,0.9030546
16443,0.8920719
16444,0.5350169
16445,0.88933706
16446,0.88670415
16447,0.88933706
16448,0.8883897
16449,0.8634206
16450,0.887664
16451,0.8883897
16452,0.8883897
16453,0.8633179
16454,0.8854328
16455,0.8850743
16456,0.8883897
16457,0.9024156
16458,0.8883897
16459,0.88933706
16460,0.89658034
16461,0.9022118
16462,0.8883897
16463,0.8869362
16464,0.9030546
16465,0.899074
16466,0.88861877
16467,0.8876659
16468,0.860489
16469,0.8869362
16470,0.9024156
16471,0.88933706
16472,0.88670415
16473,0.88861877
16474,0.8654642
16475,0.88933706
16476,0.87777835
16477,0.88933706
16478,0.8872044
16479,0.887664
16480,0.887664
16481,0.8883897
16482,0.9030546
16483,0.8963677
16484,0.88933706
16485,0.88197863
16486,0.8986128
16487,0.8869362
16488,0.57259786
16489,0.8883897
16490,0.8876659
16491,0.9030546
16492,0.881257
16493,0.9011585
16494,0.886241
16495,0.887664
16496,0.9030546
16497,0.88173777
16498,0.90265095
16499,0.90265095
16500,0.8986128
16501,0.85267675
16502,0.88861877
16503,0.86187404
16504,0.8869362
16505,0.9022118
16506,0.88861877
16507,0.8876659
16508,0.901805
16509,0.87675524
16510,0.59569806
16511,0.8879326
16512,0.9024156
16513,0.8883897
16514,0.8553539
16515,0.86657697
16516,0.88173777
16517,0.852576
16518,0.87792313
16519,0.887664
16520,0.88861877
16521,0.88508964
16522,0.8888834
16523,0.87777835
16524,0.88508964
16525,0.88206625
16526,0.9015677
16527,0.88173777
16528,0.88933706
16529,0.88933706
16530,0.8640614
16531,0.8841619
16532,0.90073663
16533,0.88861877
16534,0.9022118
16535,0.8663332
16536,0.88670415
16537,0.8859709
16538,0.8804932
16539,0.8653308
16540,0.886241
16541,0.88861877
16542,0.9024156
16543,0.8872044
16544,0.88933706
16545,0.8986128
16546,0.59625477
16547,0.8876659
16548,0.8779532
16549,0.90265095
16550,0.88933706
16551,0.8654642
16552,0.88861877
16553,0.8796608
16554,0.86833394
16555,0.88206625
16556,0.8809767
16557,0.88197863
16558,0.8888834
16559,0.88197863
16560,0.88861877
16561,0.88933706
16562,0.852576
16563,0.8869362
16564,0.88861877
16565,0.8596387
16566,0.88861877
16567,0.8632596
16568,0.8879326
16569,0.9022118
16570,0.88465923
16571,0.9030546
16572,0.8888834
16573,0.8872044
16574,0.9030546
16575,0.8869362
16576,0.88933706
16577,0.887664
16578,0.8883897
16579,0.8827342
16580,0.8876659
16581,0.5939438
16582,0.8827342
16583,0.8876659
16584,0.8872044
16585,0.90265095
16586,0.9022118
16587,0.88670415
16588,0.90072215
16589,0.9022118
16590,0.8920719
16591,0.887664
16592,0.8623889
16593,0.9030546
16594,0.8869362
16595,0.88206625
16596,0.8827342
16597,0.8883897
16598,0.8588994
16599,0.8879326
16600,0.88933706
16601,0.88197863
16602,0.89927405
16603,0.9022118
16604,0.8872044
16605,0.9015909
16606,0.87748766
16607,0.852576
16608,0.9022118
16609,0.8858385
16610,0.8827342
16611,0.9015677
16612,0.87969637
16613,0.88933706
16614,0.8883897
16615,0.8869362
16616,0.88514054
16617,0.9020095
16618,0.8876659
16619,0.88861877
16620,0.9022118
16621,0.8879326
16622,0.88288885
16623,0.887664
16624,0.8859709
16625,0.9030546
16626,0.8827342
16627,0.88861877
16628,0.8572474
16629,0.9030546
16630,0.9022118
16631,0.9024156
16632,0.8781589
16633,0.9022118
16634,0.88933706
16635,0.88933706
16636,0.8859709
16637,0.8920719
16638,0.88206625
16639,0.88670415
16640,0.88933706
16641,0.901805
16642,0.8780319
16643,0.8615918
16644,0.88197863
16645,0.8869362
16646,0.88861877
16647,0.8883897
16648,0.882257
16649,0.9024156
16650,0.88933706
16651,0.8876659
16652,0.8836394
16653,0.5945892
16654,0.9022118
16655,0.8633179
16656,0.9030546
16657,0.8883897
16658,0.8884574
16659,0.8879326
16660,0.88670415
16661,0.88670415
16662,0.8845056
16663,0.8883897
16664,0.8768651
16665,0.89951897
16666,0.9024156
16667,0.9030546
16668,0.9030546
16669,0.9030546
16670,0.8986128
16671,0.8853882
16672,0.9011585
16673,0.9015677
16674,0.9022118
16675,0.887664
16676,0.90265095
16677,0.89288515
16678,0.9015677
16679,0.9015677
16680,0.87748766
16681,0.88933706
16682,0.8883897
16683,0.8888834
16684,0.886241
16685,0.9015677
16686,0.8869362
16687,0.88670415
16688,0.8790281
16689,0.9030546
16690,0.9022118
16691,0.87905526
16692,0.88861877
16693,0.8859709
16694,0.887664
16695,0.9022118
16696,0.88861877
16697,0.86657697
16698,0.9022118
16699,0.8883897
16700,0.9022118
16701,0.8519732
16702,0.901805
16703,0.88933706
16704,0.9022118
16705,0.5570705
16706,0.9022118
16707,0.8809767
16708,0.8827342
16709,0.9030546
16710,0.8678753
16711,0.8628059
16712,0.8986128
16713,0.8827342
16714,0.8845056
16715,0.90265095
16716,0.88933706
16717,0.8841195
16718,0.88550514
16719,0.9015677
16720,0.9030546
16721,0.8827342
16722,0.9022118
16723,0.9030546
16724,0.8883897
16725,0.9022118
16726,0.8883897
16727,0.87675154
16728,0.8969428
16729,0.88265735
16730,0.8883897
16731,0.8869362
16732,0.89994097
16733,0.88933706
16734,0.88933706
16735,0.9022118
16736,0.87073815
16737,0.899074
16738,0.8802412
16739,0.8830603
16740,0.8888834
16741,0.8872044
16742,0.88933706
16743,0.88510394
16744,0.90265095
16745,0.8802207
16746,0.88933706
16747,0.8854339
16748,0.9024156
16749,0.887664
16750,0.9030546
16751,0.9030546
16752,0.9011585
16753,0.88933706
16754,0.887664
16755,0.9022118
16756,0.87820065
16757,0.9003098
16758,0.88590616
16759,0.88502496
16760,0.8888834
16761,0.9022118
16762,0.88861877
16763,0.88861877
16764,0.8840366
16765,0.9030546
16766,0.88933706
16767,0.8434973
16768,0.8435438
16769,0.8859709
16770,0.8888834
16771,0.88933706
16772,0.88861877
16773,0.8883897
16774,0.8859709
16775,0.9030546
16776,0.887664
16777,0.88861877
16778,0.8869362
16779,0.88861877
16780,0.8859709
16781,0.9024156
16782,0.887664
16783,0.8856906
16784,0.901805
16785,0.8515576
16786,0.8883897
16787,0.9015677
16788,0.8883897
16789,0.8717405
16790,0.8883897
16791,0.8779532
16792,0.8654642
16793,0.9030546
16794,0.867283
16795,0.90265095
16796,0.90080607
16797,0.88670415
16798,0.8846238
16799,0.8809767
16800,0.8859709
16801,0.87860477
16802,0.88670415
16803,0.8888834
16804,0.8883897
16805,0.879624
16806,0.8827342
16807,0.901805
16808,0.88861877
16809,0.8734973
16810,0.9022118
16811,0.89951897
16812,0.886241
16813,0.88933706
16814,0.9022118
16815,0.8471916
16816,0.9030546
16817,0.86504424
16818,0.9030546
16819,0.9015677
16820,0.88933706
16821,0.9015677
16822,0.9024156
16823,0.8879326
16824,0.886241
16825,0.88670415
16826,0.8879326
16827,0.8859709
16828,0.86330634
16829,0.8551233
16830,0.887664
16831,0.90265095
16832,0.8876659
16833,0.887664
16834,0.88670415
16835,0.8888834
16836,0.87853694
16837,0.9022118
16838,0.8876659
16839,0.8883897
16840,0.88933706
16841,0.8879326
16842,0.90265095
16843,0.887664
16844,0.8869362
16845,0.90265095
16846,0.9022118
16847,0.88861877
16848,0.90265095
16849,0.8869362
16850,0.887664
16851,0.8791814
16852,0.9030546
16853,0.88778937
16854,0.8771711
16855,0.887664
16856,0.88933706
16857,0.9030546
16858,0.88818735
16859,0.887664
16860,0.87026674
16861,0.8883897
16862,0.90265095
16863,0.886241
16864,0.8853646
16865,0.5939438
16866,0.9015677
16867,0.8778263
16868,0.887664
16869,0.88933706
16870,0.887664
16871,0.887664
16872,0.8876659
16873,0.9024156
16874,0.9015677
16875,0.9030546
16876,0.9022118
16877,0.8883897
16878,0.86257374
16879,0.9024156
16880,0.8707335
16881,0.8879326
16882,0.88670415
16883,0.90265095
16884,0.9030546
16885,0.88933706
16886,0.89994097
16887,0.8879326
16888,0.88933706
16889,0.8874612
16890,0.9024156
16891,0.88933706
16892,0.9030546
16893,0.8827342
16894,0.9024156
16895,0.84075594
16896,0.59625477
16897,0.8883897
16898,0.86370707
16899,0.8986128
16900,0.887363
16901,0.88098603
16902,0.8862528
16903,0.8876659
16904,0.8888834
16905,0.88489664
16906,0.8883897
16907,0.88670415
16908,0.9022118
16909,0.887664
16910,0.88508964
16911,0.8830603
16912,0.8959034
16913,0.9011585
16914,0.8827342
16915,0.88933706
16916,0.8770121
16917,0.88173777
16918,0.9022118
16919,0.87897706
16920,0.8883897
16921,0.88933706
16922,0.8883897
16923,0.89495313
16924,0.9030546
16925,0.88933706
16926,0.8883897
16927,0.88670415
16928,0.8827342
16929,0.9030546
16930,0.87134606
16931,0.886241
16932,0.9030546
16933,0.8639372
16934,0.8879326
16935,0.89658034
16936,0.9030546
16937,0.9030546
16938,0.8879326
16939,0.8685099
16940,0.88206625
16941,0.87792313
16942,0.88933706
16943,0.8796988
16944,0.8888834
16945,0.9022118
16946,0.90265095
16947,0.88197863
16948,0.9011585
16949,0.886241
16950,0.8859709
16951,0.8883897
16952,0.8687148
16953,0.88933706
16954,0.88933706
16955,0.9022118
16956,0.8888834
16957,0.86773044
16958,0.8785571
16959,0.8872044
16960,0.8717036
16961,0.8876757
16962,0.899074
16963,0.887664
16964,0.887664
16965,0.88576347
16966,0.9030546
16967,0.8853646
16968,0.8859709
16969,0.85804796
16970,0.88933706
16971,0.88933706
16972,0.89926046
16973,0.8830603
16974,0.8676658
16975,0.852576
16976,0.8802207
16977,0.887664
16978,0.88861877
16979,0.8853646
16980,0.9030546
16981,0.88933706
16982,0.8859709
16983,0.9022118
16984,0.88173777
16985,0.8809767
16986,0.88670415
16987,0.8460054
16988,0.8722175
16989,0.88173777
16990,0.8876659
16991,0.8858988
16992,0.887664
16993,0.9024156
16994,0.8719485
16995,0.5866513
16996,0.887664
16997,0.8859709
16998,0.860489
16999,0.8572348
17000,0.8613252
17001,0.8830603
17002,0.8876659
17003,0.8876659
17004,0.9024156
17005,0.9030546
17006,0.87820065
17007,0.9015909
17008,0.87997675
17009,0.901805
17010,0.88861877
17011,0.88933706
17012,0.85918736
17013,0.88206625
17014,0.8872044
17015,0.9030546
17016,0.8876659
17017,0.9001394
17018,0.87905526
17019,0.8792897
17020,0.8805768
17021,0.9022118
17022,0.88861877
17023,0.8888834
17024,0.8791814
17025,0.8827342
17026,0.88933706
17027,0.887664
17028,0.9022118
17029,0.86221564
17030,0.90157646
17031,0.88861877
17032,0.8804932
17033,0.8859709
17034,0.8858988
17035,0.9030546
17036,0.88933706
17037,0.8809767
17038,0.87455535
17039,0.87511444
17040,0.9015677
17041,0.8869362
17042,0.8986128
17043,0.88206625
17044,0.87290204
17045,0.9015677
17046,0.90265095
17047,0.88173777
17048,0.9030546
17049,0.9024156
17050,0.887664
17051,0.88197863
17052,0.8876659
17053,0.9024156
17054,0.8770121
17055,0.901805
17056,0.89658034
17057,0.901805
17058,0.8829787
17059,0.86734664
17060,0.9024156
17061,0.90265095
17062,0.87997764
17063,0.855036
17064,0.9030546
17065,0.9015677
17066,0.86021554
17067,0.8858385
17068,0.89746624
17069,0.8876659
17070,0.89746624
17071,0.8883897
17072,0.8853646
17073,0.9022118
17074,0.85377043
17075,0.9030546
17076,0.8849258
17077,0.88933706
17078,0.9015677
17079,0.88933706
17080,0.88670415
17081,0.9022118
17082,0.8802981
17083,0.87860477
17084,0.9030546
17085,0.9022118
17086,0.8632596
17087,0.8859709
17088,0.5980058
17089,0.8869362
17090,0.9030546
17091,0.59514636
17092,0.887664
17093,0.8876659
17094,0.88670415
17095,0.9024156
17096,0.8815212
17097,0.8876659
17098,0.88861877
17099,0.8883897
17100,0.8894043
17101,0.901805
17102,0.887664
17103,0.8781589
17104,0.887664
17105,0.88550514
17106,0.8876659
17107,0.8781367
17108,0.8876659
17109,0.87997675
17110,0.85418034
17111,0.59514636
17112,0.88197863
17113,0.8792801
17114,0.87897706
17115,0.884125
17116,0.886241
17117,0.9030546
17118,0.8888834
17119,0.88670415
17120,0.88288885
17121,0.8761483
17122,0.88206625
17123,0.90265095
17124,0.8883897
17125,0.88861877
17126,0.8733
17127,0.9022118
17128,0.88933706
17129,0.9024156
17130,0.9030546
17131,0.9015677
17132,0.8883897
17133,0.901805
17134,0.8874612
17135,0.88109225
17136,0.8888834
17137,0.901805
17138,0.86124307
17139,0.8827342
17140,0.88861877
17141,0.8771711
17142,0.8795646
17143,0.88933706
17144,0.88158625
17145,0.88861877
17146,0.8883897
17147,0.8569125
17148,0.8829407
17149,0.87920845
17150,0.88933706
17151,0.9024156
17152,0.886241
17153,0.8883897
17154,0.9022118
17155,0.8927987
17156,0.59625477
17157,0.8859709
17158,0.8572474
17159,0.59396744
17160,0.8883897
17161,0.9001394
17162,0.8434973
17163,0.8879326
17164,0.8858126
17165,0.8791814
17166,0.8888834
17167,0.887664
17168,0.9022118
17169,0.8841195
17170,0.88720626
17171,0.880491
17172,0.9015677
17173,0.8635678
17174,0.88550514
17175,0.88861877
17176,0.8528359
17177,0.88514054
17178,0.886241
17179,0.886241
17180,0.8883897
17181,0.89746624
17182,0.86571074
17183,0.9022118
17184,0.88933706
17185,0.88288885
17186,0.901805
17187,0.8869362
17188,0.879529
17189,0.87544996
17190,0.9024156
17191,0.8859709
17192,0.8883897
17193,0.8722175
17194,0.8692529
17195,0.9030546
17196,0.864462
17197,0.87905526
17198,0.87159324
17199,0.9022118
17200,0.8841619
17201,0.887664
17202,0.8827342
17203,0.8953638
17204,0.8869362
17205,0.8883897
17206,0.9015677
17207,0.8859709
17208,0.9022118
17209,0.9030546
17210,0.8859709
17211,0.88933706
17212,0.9030546
17213,0.9024156
17214,0.9030546
17215,0.88173777
17216,0.88670415
